mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
50	50	196	196	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1062												
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1063												
50	50	197	197	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1064								94				
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1065								94				
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1066								94				
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1067												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1068												
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1069												
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1070												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1071												
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1072												
50	50	196	196	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1073												
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1074												
50	50	197	197	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1075												
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1076												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1077												
50	50	397/2	397/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						p										
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1078												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1079												
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1080												
51	51	200	200	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1081												
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1082												
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1083												
51	51	201	201	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1084												
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1085												
51	51	202	202	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1086												
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1087												
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1088												
51	51	203	203	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1089												
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1090												
51	51	200	200	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1091												
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1092												
51	51	201	201	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1093												
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1094												
51	51	202	202	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1095												
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1096												
51	51	203	203	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1097												
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1098												
52	52	204	204	0.0	0	0	Spanner	4/4	3	1	0																14
52	52	204	204	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1099								95				14
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1100												14
52	52	205	205	0.0	1/4	1/4	Spanner	4/4	3	1	0																
52	52	205	205	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1101								96				
52	52	821/4	821/4	0.0	5/16	5/16	Spanner	4/4	3	1	0												96			15	
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1102								96			15	
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1103								96			15	
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1104											15	
52	52	206	206	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1105											15	
52	52	413/2	413/2	0.0	5/8	5/8	Spanner	4/4	3	1	0																
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1106												
52	52	207	207	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1107												
52	52	205	205	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1108												
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1109												
52	52	204	204	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1110												
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1111												
52	52	205	205	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1112												
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1113												
52	52	206	206	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1114												
