mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
68	68	542	542	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	1433	-bi										
68	68	543	543	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1434	com-										
68	68	536	536	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1435											
68	68	538	538	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1436							130				
68	68	540	540	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1437											
68	68	542	542	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1438							131				
68	68	536	536	4.0	0	0	Chord	4/2	3	2	1	1	1	1439											
68	68	540	540	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1440											
68	68	541	541	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1441											
68	68	542	542	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	1442											
68	68	536	536	4.0	0	0	Chord	4/2	4	1	1	1	1	1443											
68	68	540	540	4.0	1	1	Chord	4/2	4	1	1	1	1	1444											
69	69	544	544	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	1445											
69	69	547	547	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1446	-ce-										
69	69	548	548	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	1447	-am.										
69	69	544	544	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1448	-pla-										
69	69	546	546	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1449	-ce-										
69	69	548	548	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1450	-am.										
69	69	544	544	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1451											
69	69	546	546	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1452											
69	69	548	548	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1453											
69	69	549	549	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1454			articStaccatoAbove								
69	69	550	550	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1455			articStaccatoAbove								
69	69	551	551	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1456			articStaccatoAbove								
69	69	544	544	3.0	0	0	Chord	4/2	3	2	3/4	1/2	3/2	1457											
69	69	547	547	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	1458											
69	69	549	549	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1459			articStaccatoBelow								
69	69	550	550	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	1460			articStaccatoBelow								
69	69	551	551	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1461			articStaccatoBelow								
69	69	544	544	4.0	0	0	Chord	4/2	3	3	1	1	1	1462											
69	69	544	544	4.0	0	0	Chord	4/2	4	1	1	1	1	1463											
69	69	548	548	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1464											
69	69	549	549	0.0	5/4	5/4	Dynamic	4/2	4	1	0					ff									
70	70	552	552	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1465			articStaccatoAbove								
70	70	553	553	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1466			articStaccatoBelow								
70	70	554	554	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1467			articStaccatoBelow								
70	70	555	555	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1468			articStaccatoBelow								
70	70	556	556	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1469			articStaccatoBelow								
70	70	557	557	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1470			articStaccatoBelow								
70	70	558	558	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1471			articStaccatoBelow								
70	70	559	559	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1472			articStaccatoBelow								
70	70	552	552	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1473			articStaccatoBelow								
70	70	553	553	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1474			articStaccatoAbove								
70	70	554	554	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1475			articStaccatoAbove								
70	70	555	555	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1476			articStaccatoAbove								
70	70	556	556	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1477											
71	71	560	560	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1478			articStaccatoBelow								
71	71	561	561	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1479			articStaccatoAbove								
71	71	562	562	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1480			articStaccatoAbove								
71	71	563	563	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1481			articStaccatoBelow								
71	71	564	564	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1482			articStaccatoBelow								
71	71	565	565	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1483			articStaccatoAbove								
71	71	566	566	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1484			articStaccatoBelow								
71	71	567	567	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1485			articStaccatoAbove								
71	71	561	561	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1486			articStaccatoBelow								
71	71	562	562	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1487			articStaccatoBelow								
71	71	563	563	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1488			articStaccatoBelow								
71	71	564	564	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1489			articAccentAbove								
71	71	566	566	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1490			articAccentAbove								
72	72	568	568	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1491											
72	72	568	568	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1492											
