mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
14	14	108	108	4.0	1	1	Chord	4/2	3	1	1	1	1	283											
14	14	104	104	1.5	0	0	Chord	4/2	3	2	3/8	1/4	3/2	284			ornamentTrill				24				
14	14	211/2	211/2	0.25	3/8	3/8	Chord	4/2	3	2	1/16	1/16	1	285							24				
14	14	423/4	423/4	0.25	7/16	7/16	Chord	4/2	3	2	1/16	1/16	1	286							24				
14	14	106	106	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	287											
14	14	108	108	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	288											
14	14	109	109	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	289											
14	14	110	110	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	290											
14	14	104	104	0.0	0	0	Spanner	4/2	4	1	0														
14	14	104	104	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	291											
14	14	106	106	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	292											
14	14	107	107	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	293											
14	14	108	108	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	294											
14	14	111	111	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	295											
14	14	104	104	3.0	0	0	Chord	4/2	4	2	3/4	1/2	3/2	296											
14	14	107	107	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	297											
15	15	112	112	4.0	0	0	Chord	4/2	1	1	1	1	1	298											
15	15	116	116	4.0	1	1	Chord	4/2	1	1	1	1	1	299											
15	15	112	112	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	300											
15	15	114	114	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	301											
15	15	118	118	0.0	3/2	3/2	Spanner	4/2	2	1	0														3
15	15	118	118	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	302											3
15	15	112	112	4.0	0	0	Chord	4/2	3	1	1	1	1	303											
15	15	116	116	4.0	1	1	Chord	4/2	3	1	1	1	1	304											
15	15	112	112	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	305											
15	15	114	114	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	306											
15	15	117	117	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	307											
15	15	118	118	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	308											
15	15	112	112	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	309											
15	15	113	113	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	310											
15	15	114	114	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	311											
15	15	115	115	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	312											
15	15	116	116	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	313											
15	15	117	117	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	314											
15	15	119	119	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	315											
16	16	120	120	4.0	0	0	Chord	4/2	1	1	1	1	1	316											
16	16	124	124	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	317											
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	318											
16	16	120	120	0.0	0	0	Spanner	4/2	2	1	0														
16	16	120	120	0.0	0	0	Spanner	4/2	2	1	0													3	
16	16	120	120	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	319										3	
16	16	122	122	0.0	1/2	1/2	Spanner	4/2	2	1	0														
16	16	122	122	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	320											
16	16	124	124	4.0	1	1	Chord	4/2	2	1	1	1	1	321											
16	16	120	120	4.0	0	0	Chord	4/2	3	1	1	1	1	322											
16	16	124	124	4.0	1	1	Chord	4/2	3	1	1	1	1	323											
16	16	120	120	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	324											
16	16	122	122	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	325											
16	16	124	124	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	326											
16	16	125	125	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	327											
16	16	126	126	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	328											
16	16	120	120	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	329											
16	16	121	121	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	330											
16	16	122	122	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	331											
16	16	123	123	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	332											
16	16	124	124	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	333											
16	16	125	125	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	334											
16	16	127	127	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	335											
17	17	128	128	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	336											
17	17	130	130	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	337											
17	17	133	133	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	338											
17	17	134	134	0.0	3/2	3/2	Spanner	4/2	1	1	0														4
17	17	134	134	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	339											4
17	17	128	128	4.0	0	0	Chord	4/2	2	1	1	1	1	340											
17	17	132	132	4.0	1	1	Chord	4/2	2	1	1	1	1	341											
17	17	128	128	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	342											
17	17	130	130	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	343											
17	17	133	133	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	344											
17	17	134	134	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	345											
17	17	128	128	4.0	0	0	Chord	4/2	3	2	1	1	1	346											
17	17	128	128	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	347											
17	17	129	129	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	348											
17	17	130	130	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	349											
17	17	131	131	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	350											
17	17	132	132	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	351											
17	17	133	133	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	352											
17	17	135	135	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	353											
18	18	136	136	0.0	0	0	Spanner	4/2	1	1	0														
18	18	136	136	0.0	0	0	Spanner	4/2	1	1	0													4	
18	18	136	136	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	354										4	
18	18	138	138	0.0	1/2	1/2	Spanner	4/2	1	1	0														
18	18	138	138	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	355											
18	18	140	140	0.0	1	1	Spanner	4/2	1	1	0														5
18	18	140	140	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	356											5
18	18	141	141	2.0	5/4	5/4	Chord	4/2	1	1	1/2	1/2	1	357											5
18	18	143	143	0.0	7/4	7/4	Spanner	4/2	1	1	0													5	
18	18	143	143	0.0	7/4	7/4	Spanner	4/2	1	1	0													5	
18	18	143	143	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	358										5	
18	18	136	136	0.0	0	0	Spanner	4/2	2	1	0													6	
18	18	136	136	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	359										6	
18	18	139	139	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	360	-ce-									6	
18	18	140	140	4.0	1	1	Chord	4/2	2	1	1	1	1	361	-am.									6	
18	18	136	136	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	362											
18	18	138	138	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	363											
18	18	140	140	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	364											
18	18	141	141	2.0	5/4	5/4	Chord	4/2	3	1	1/2	1/2	1	365											
18	18	143	143	0.0	7/4	7/4	Spanner	4/2	3	1	0													7	
18	18	143	143	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	366										7	
18	18	136	136	4.0	0	0	Chord	4/2	3	2	1	1	1	367										7	
18	18	140	140	4.0	1	1	Chord	4/2	3	2	1	1	1	368										7	
18	18	140	140	4.0	1	1	Chord	4/2	4	1	1	1	1	369											
18	18	136	136	1.0	0	0	Chord	4/2	4	2	1/4	1/4	1	370											
18	18	137	137	1.0	1/4	1/4	Chord	4/2	4	2	1/4	1/4	1	371											
18	18	138	138	1.0	1/2	1/2	Chord	4/2	4	2	1/4	1/4	1	372											
18	18	139	139	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	373											
18	18	140	140	2.0	1	1	Chord	4/2	4	2	1/2	1/2	1	374											
18	18	142	142	2.0	3/2	3/2	Chord	4/2	4	2	1/2	1/2	1	375											
19	19	144	144	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	376										5	
19	19	145	145	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	377										5	
19	19	146	146	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	378	-ce-						25			5	
19	19	147	147	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	379										5	
19	19	148	148	0.0	1	1	Dynamic	4/2	1	1	0					p									
19	19	148	148	0.0	1	1	Spanner	4/2	1	1	0														
19	19	148	148	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	380	-am.										
19	19	144	144	0.0	0	0	Dynamic	4/2	2	1	0					p									
19	19	144	144	0.0	0	0	Spanner	4/2	2	1	0														
19	19	148	148	0.0	1	1	Dynamic	4/2	2	1	0					f									
19	19	148	148	4.0	1	1	Chord	4/2	2	1	1	1	1	381	Fac,										
19	19	144	144	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	382										7	
19	19	145	145	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	383										7	
19	19	146	146	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	384										7	
19	19	147	147	0.0	3/4	3/4	Dynamic	4/2	3	1	0					p									
19	19	147	147	0.0	3/4	3/4	Spanner	4/2	3	1	0														
19	19	147	147	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	385											
19	19	148	148	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	386											
19	19	150	150	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	387											
19	19	146	146	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	388											
19	19	148	148	4.0	1	1	Chord	4/2	3	2	1	1	1	389			articAccentBelow								
19	19	146	146	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	390											
19	19	148	148	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	391											
19	19	150	150	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	392											
19	19	151	151	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	393											
20	20	156	156	0.0	1	1	Dynamic	4/2	1	1	0					f									
20	20	156	156	4.0	1	1	Chord	4/2	1	1	1	1	1	394	Fac,										
20	20	152	152	4.0	0	0	Chord	4/2	2	1	1	1	1	395	ut										
20	20	156	156	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	396	ar-										
20	20	159	159	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	397	-de-										
20	20	152	152	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	398											
20	20	154	154	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	399											
20	20	156	156	3.0	1	1	Chord	4/2	3	1	3/4	1/2	3/2	400											
20	20	159	159	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	401											
20	20	152	152	4.0	0	0	Chord	4/2	3	2	1	1	1	402			articAccentBelow								
20	20	156	156	4.0	1	1	Chord	4/2	3	2	1	1	1	403			articAccentAbove								
20	20	152	152	4.0	0	0	Chord	4/2	4	1	1	1	1	404											
20	20	156	156	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	405											
20	20	158	158	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	406											
20	20	152	152	1.0	0	0	Chord	4/2	4	2	1/4	1/4	1	407											
20	20	153	153	1.0	1/4	1/4	Chord	4/2	4	2	1/4	1/4	1	408											
20	20	154	154	1.0	1/2	1/2	Chord	4/2	4	2	1/4	1/4	1	409											
20	20	155	155	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	410											
20	20	156	156	2.0	1	1	Chord	4/2	4	2	1/2	1/2	1	411											
20	20	158	158	2.0	3/2	3/2	Chord	4/2	4	2	1/2	1/2	1	412											
21	21	160	160	4.0	0	0	Chord	4/2	1	1	1	1	1	413	ut										
21	21	164	164	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	414	ar-										
21	21	167	167	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	415	-de-										
21	21	160	160	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	416	-at						26				
21	21	161	161	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	417											
21	21	162	162	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	418	cor						27				
21	21	163	163	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	419											
21	21	164	164	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	420	me-						28				
21	21	166	166	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	421							28				
21	21	160	160	4.0	0	0	Chord	4/2	3	1	1	1	1	422			articAccentAbove								
21	21	164	164	3.0	1	1	Chord	4/2	3	1	3/4	1/2	3/2	423											
21	21	167	167	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	424											
21	21	160	160	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	425											
21	21	161	161	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	426											
21	21	162	162	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	427											
21	21	163	163	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	428											
21	21	164	164	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	429											
21	21	165	165	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	430											
21	21	166	166	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	431											
21	21	160	160	4.0	0	0	Chord	4/2	4	1	1	1	1	432											
21	21	164	164	0.0	1	1	Dynamic	4/2	4	1	0					f									
21	21	164	164	4.0	1	1	Chord	4/2	4	1	1	1	1	433											
21	21	160	160	2.0	0	0	Chord	4/2	4	2	1/2	1/2	1	434											
21	21	162	162	2.0	1/2	1/2	Chord	4/2	4	2	1/2	1/2	1	435											
22	22	168	168	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	436	-at						29				
22	22	169	169	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	437											
22	22	170	170	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	438	cor						30				
22	22	171	171	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	439											
22	22	172	172	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	440	me-						31				
22	22	173	173	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	441							31				
22	22	174	174	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	442							31				
22	22	168	168	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	443							28				
22	22	170	170	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	444											
22	22	172	172	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	445	-um										
22	22	168	168	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	446											
22	22	169	169	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	447											
22	22	170	170	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	448											
22	22	171	171	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	449											
22	22	172	172	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	450											
22	22	173	173	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	451											
22	22	174	174	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	452							32				
22	22	168	168	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	453											
22	22	170	170	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	454											
22	22	172	172	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	455											
22	22	174	174	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	456											
22	22	168	168	4.0	0	0	Chord	4/2	4	1	1	1	1	457											
22	22	172	172	3.0	1	1	Chord	4/2	4	1	3/4	1/2	3/2	458											
22	22	175	175	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	459											
23	23	176	176	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	460							31				
23	23	178	178	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	461											
23	23	180	180	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	462	-um										
23	23	183	183	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	463	in						33				
23	23	182	182	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	464	in										
23	23	176	176	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	465											
23	23	178	178	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	466											
23	23	180	180	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	467											
23	23	181	181	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	468											
23	23	183	183	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	469											
23	23	176	176	4.0	0	0	Chord	4/2	3	2	1	1	1	470											
23	23	180	180	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	471											
23	23	182	182	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	472											
23	23	176	176	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	473											
23	23	177	177	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	474											
23	23	178	178	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	475											
23	23	179	179	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	476											
23	23	180	180	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	477											
23	23	181	181	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	478											
24	24	184	184	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	479							33				
24	24	185	185	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	480											
24	24	186	186	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	481	a-						34				
24	24	187	187	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	482											
24	24	188	188	4.0	1	1	Chord	4/2	1	1	1	1	1	483	-man-		ornamentTrill								
24	24	184	184	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	484											
24	24	186	186	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	485	a-										
24	24	188	188	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	486	-man-										
24	24	189	189	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	487											
24	24	190	190	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	488							35				
24	24	191	191	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	489											
24	24	184	184	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	490											
24	24	185	185	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	491											
24	24	186	186	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	492											
24	24	187	187	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	493											
24	24	188	188	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	494											
24	24	189	189	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	495											
24	24	190	190	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	496							36				
24	24	191	191	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	497											
24	24	184	184	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	498											
24	24	186	186	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	499											
24	24	188	188	4.0	1	1	Chord	4/2	3	2	1	1	1	500											
24	24	188	188	4.0	1	1	Chord	4/2	4	1	1	1	1	501											
25	25	192	192	4.0	0	0	Chord	4/2	1	1	1	1	1	502			ornamentTrill								
25	25	196	196	4.0	1	1	Chord	4/2	1	1	1	1	1	503			ornamentTrill								
25	25	193	193	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	504											
25	25	194	194	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	505							37				
25	25	195	195	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	506											
25	25	197	197	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	507											
25	25	198	198	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	508							38				
25	25	199	199	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	509											
25	25	192	192	4.0	0	0	Chord	4/2	3	1	1	1	1	510											
25	25	196	196	4.0	1	1	Chord	4/2	3	1	1	1	1	511											
25	25	193	193	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	512											
25	25	194	194	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	513							39				
25	25	195	195	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	514											
25	25	197	197	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	515											
25	25	198	198	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	516							40				
25	25	199	199	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	517											
25	25	192	192	4.0	0	0	Chord	4/2	4	1	1	1	1	518											
25	25	196	196	0.0	1	1	Spanner	4/2	4	1	0												3		
25	25	196	196	4.0	1	1	Chord	4/2	4	1	1	1	1	519									3		
26	26	200	200	4.0	0	0	Chord	4/2	1	1	1	1	1	520			ornamentTrill								
26	26	204	204	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	521											
26	26	205	205	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	522											
26	26	206	206	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	523											
26	26	207	207	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	524											
26	26	201	201	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	525											
26	26	202	202	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	526							41				
26	26	203	203	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	527											
26	26	204	204	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	528											
26	26	205	205	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	529											
26	26	206	206	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	530											
26	26	207	207	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	531											
26	26	200	200	4.0	0	0	Chord	4/2	3	1	1	1	1	532											
26	26	204	204	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	533											
26	26	205	205	3.0	5/4	5/4	Chord	4/2	3	1	3/4	1/2	3/2	534											
26	26	201	201	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	535											
26	26	202	202	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	536											
26	26	203	203	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	537											
26	26	204	204	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	538											
26	26	205	205	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	539											
26	26	206	206	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	540											
26	26	207	207	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	541											
26	26	200	200	4.0	0	0	Chord	4/2	4	1	1	1	1	542									3		
26	26	204	204	0.0	1	1	Dynamic	4/2	4	1	0					mf									
26	26	204	204	0.0	1	1	Spanner	4/2	4	1	0														
26	26	204	204	4.0	1	1	Chord	4/2	4	1	1	1	1	543											
27	27	208	208	4.0	0	0	Chord	4/2	1	1	1	1	1	544			ornamentTrill								
27	27	213	213	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	545											
27	27	214	214	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	546											
27	27	215	215	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	547											
27	27	208	208	4.0	0	0	Chord	4/2	2	1	1	1	1	548			ornamentTrill								
27	27	213	213	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	549											
27	27	214	214	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	550											
27	27	215	215	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	551											
27	27	208	208	4.0	0	0	Chord	4/2	3	1	1	1	1	552											
27	27	213	213	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	553											
27	27	214	214	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	554											
27	27	215	215	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	555											
27	27	208	208	4.0	0	0	Chord	4/2	3	2	1	1	1	556											
27	27	213	213	3.0	5/4	5/4	Chord	4/2	3	2	3/4	1/2	3/2	557											
27	27	208	208	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	558											
27	27	209	209	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	559											
27	27	210	210	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	560											
27	27	211	211	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	561											
27	27	212	212	0.0	1	1	Dynamic	4/2	4	1	0					p									
27	27	212	212	4.0	1	1	Chord	4/2	4	1	1	1	1	562											
28	28	216	216	4.0	0	0	Chord	4/2	1	1	1	1	1	563			ornamentTrill								
28	28	221	221	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	564											
28	28	222	222	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	565											
28	28	223	223	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	566											
28	28	216	216	4.0	0	0	Chord	4/2	2	1	1	1	1	567			ornamentTrill								
28	28	221	221	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	568											
28	28	222	222	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	569											
28	28	223	223	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	570											
28	28	216	216	4.0	0	0	Chord	4/2	3	1	1	1	1	571											
28	28	221	221	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	572											
28	28	222	222	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	573											
28	28	223	223	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	574											
28	28	216	216	4.0	0	0	Chord	4/2	3	2	1	1	1	575											
28	28	221	221	3.0	5/4	5/4	Chord	4/2	3	2	3/4	1/2	3/2	576											
28	28	216	216	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	577											
