mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
101	101	150	150	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	791	-trans-										12		
101	101	150	150	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	792										94			
101	101	150	150	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	793										95			
101	101	301/2	301/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	794										95			
101	101	151	151	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	795													
101	101	150	150	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	796											13		
101	101	301/2	301/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	797											13		
101	101	151	151	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	798											13		
101	101	150	150	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	799											13		
102	102	303/2	303/2	0.0	0	0	Spanner	3/8	1	1	0																	
102	102	303/2	303/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	800	-i-									96			
102	102	152	152	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	801													
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	802	-vit												
102	102	303/2	303/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	803										94			
102	102	152	152	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	804										94			
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	805													
102	102	303/2	303/2	0.0	0	0	Spanner	3/8	3	1	0																	
102	102	303/2	303/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	806										97			
102	102	152	152	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	807										97			
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	808													
103	103	153	153	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	809	gla-									98			
103	103	613/4	613/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	810										98			
103	103	307/2	307/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	811													
103	103	154	154	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	812	-di-												
103	103	153	153	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	813										99			
103	103	613/4	613/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	814										99			
103	103	307/2	307/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	815													
103	103	154	154	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	816													
103	103	153	153	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	817													
103	103	307/2	307/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	818													
103	103	154	154	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	819													
103	103	307/2	307/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	820													
103	103	153	153	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	821										100			
103	103	307/2	307/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	822													
103	103	154	154	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	823													
104	104	309/2	309/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	824	-us.												
104	104	309/2	309/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	825													
104	104	155	155	0.0	1/8	1/8	Dynamic	3/8	2	1	0						f											
104	104	155	155	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	826													
104	104	309/2	309/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	827													
104	104	311/2	311/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	828													
104	104	309/2	309/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	829													
104	104	311/2	311/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	830													
105	105	156	156	0.0	0	0	Dynamic	3/8	2	1	0						p											
105	105	156	156	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	831										101			
105	105	625/4	625/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	832										101			
105	105	313/2	313/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	833													
105	105	157	157	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	834			articStaccatoAbove										
105	105	156	156	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	835													
105	105	313/2	313/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	836													
105	105	157	157	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	837													
105	105	313/2	313/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	838													
105	105	156	156	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	839										102			
105	105	313/2	313/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	840													
105	105	157	157	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	841													
106	106	315/2	315/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	842													
106	106	158	158	0.0	1/8	1/8	Dynamic	3/8	2	1	0						f											
106	106	158	158	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	843													
106	106	158	158	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	844													
106	106	317/2	317/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	845													
107	107	159	159	0.0	0	0	Dynamic	3/8	2	1	0						p											
107	107	159	159	0.0	0	0	Spanner	3/8	2	1	0																1	
107	107	159	159	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	846										103		1	
107	107	637/4	637/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	847										103		1	
107	107	319/2	319/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	848												1	
107	107	160	160	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	849			articStaccatoAbove									1	
107	107	159	159	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	850												1	
107	107	319/2	319/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	851												1	
107	107	160	160	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	852												1	
107	107	319/2	319/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	853													
107	107	159	159	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	854										104			
107	107	319/2	319/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	855													
107	107	160	160	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	856													
108	108	321/2	321/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	857												1	
108	108	161	161	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	858												1	
108	108	323/2	323/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0						ppp											
108	108	323/2	323/2	0.0	1/4	1/4	Spanner	3/8	2	1	0																	
108	108	321/2	321/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	859													
108	108	321/2	321/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	860													
