mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	259													
36	36	105/2	105/2	0.0	0	0	Dynamic	3/8	1	1	0						other-dynamics											
36	36	105/2	105/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	260	per									13			
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	261													
36	36	53	53	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	262	trans-												
36	36	105/2	105/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	263										14			
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	264										14			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	265													
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	266													
36	36	105/2	105/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	267													
36	36	105/2	105/2	0.0	0	0	Dynamic	3/8	3	1	0						other-dynamics											
36	36	105/2	105/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	268										15			
37	37	54	54	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	269	-i-									16			
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	270													
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	271	-vit,												
37	37	54	54	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	272										17			
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	273										17			
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	274													
37	37	54	54	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	275													
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	276													
37	37	54	54	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	277													
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	278										18			
37	37	55	55	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	279													
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	280	per												
38	38	56	56	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	281													
38	38	56	56	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	282	trans-		ornamentTrill										
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	283													
38	38	56	56	0.0	1/8	1/8	Chord	3/8	2	1	0	appoggiatura	1/8	1	284													
38	38	56	56	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	285			ornamentTrill										
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	286													
38	38	56	56	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	287													
38	38	111/2	111/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	288													
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	289													
38	38	111/2	111/2	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	290													
39	39	57	57	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	291	-i-												
39	39	115/2	115/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	292													
39	39	115/2	115/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	293	-vit		ornamentTrill										
39	39	57	57	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	294													
39	39	115/2	115/2	0.0	1/8	1/8	Chord	3/8	2	1	0	appoggiatura	1/8	1	295													
39	39	115/2	115/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	296			ornamentTrill										
39	39	57	57	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	297													
39	39	115/2	115/2	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	298													
39	39	57	57	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	299										19			
39	39	58	58	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	300													
39	39	57	57	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	301													
40	40	117/2	117/2	0.0	0	0	Spanner	3/8	1	1	0															4		
40	40	117/2	117/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	302	gla-									20	4		
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	303										20	4		
40	40	59	59	0.0	1/8	1/8	Spanner	3/8	1	1	0																	
40	40	59	59	0.0	1/8	1/8	Spanner	3/8	1	1	0																	2
40	40	59	59	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	304													2
40	40	119/2	119/2	0.0	1/4	1/4	Spanner	3/8	1	1	0																	
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	305	-di-												
40	40	117/2	117/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	306										21			
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	307										21			
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	308													
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	309													
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	310													
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	311													
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	312													
40	40	117/2	117/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	313													
40	40	59	59	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	314													
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	315													
40	40	117/2	117/2	0.0	0	0	Spanner	3/8	3	2	0															5		
40	40	117/2	117/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	316											5		
40	40	59	59	0.0	1/8	1/8	Spanner	3/8	3	2	0																	
40	40	59	59	0.0	1/8	1/8	Spanner	3/8	3	2	0																	3
40	40	59	59	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	317													3
40	40	119/2	119/2	0.0	1/4	1/4	Spanner	3/8	3	2	0																	
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	318													
41	41	60	60	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	319	-us.												
41	41	60	60	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	320													
41	41	60	60	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	321													
41	41	60	60	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	322										22			
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	323										22			
41	41	61	61	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	324													
42	42	123/2	123/2	0.0	0	0	Dynamic	3/8	1	1	0						mf											
42	42	123/2	123/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	325	Cu-												
42	42	62	62	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	326	-jus												
42	42	123/2	123/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	327										23			
42	42	62	62	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	328													
42	42	123/2	123/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	329													
42	42	123/2	123/2	1.0	0	0	Chord	3/8	2	3	1/4		1/4	1	330													
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	2	3	1/8		1/8	1	331													
42	42	123/2	123/2	0.0	0	0	Dynamic	3/8	3	1	0						mf											
42	42	123/2	123/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	332										24			
42	42	62	62	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	333										24			
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	334													
42	42	123/2	123/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	335													
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	336													
43	43	63	63	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	337	a-												
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	338	-ni-									25			
43	43	64	64	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	339													
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	340													
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	341										26			
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	342													
43	43	63	63	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	343													
43	43	63	63	1.0	0	0	Chord	3/8	2	3	1/4		1/4	1	344													
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	3	1/8		1/8	1	345													
43	43	63	63	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	346										27			
43	43	64	64	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	347													
43	43	63	63	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	348													
44	44	129/2	129/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	349	-mam												
44	44	65	65	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	350	ge-												
44	44	129/2	129/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	351										28			
44	44	65	65	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	352													
44	44	129/2	129/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	353													
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	354													
44	44	129/2	129/2	1.5	0	0	Chord	3/8	2	3	3/8		1/4	3/2	355													
44	44	129/2	129/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	356										29			
44	44	65	65	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	357										29			
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	358													
44	44	129/2	129/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	359													
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	360													
45	45	66	66	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	361	-men-												
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	362	-tem									30			
45	45	67	67	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	363													
45	45	66	66	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	364													
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	365										31			
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	366													
45	45	66	66	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	367													
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	368													
45	45	66	66	1.5	0	0	Chord	3/8	2	3	3/8		1/4	3/2	369													
45	45	66	66	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	370										32			
45	45	67	67	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	371													
45	45	66	66	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	372													
46	46	135/2	135/2	0.0	0	0	Dynamic	3/8	1	1	0						p											
46	46	135/2	135/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	373	con-												
46	46	68	68	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	374	-tris-									33			
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	375													
46	46	135/2	135/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	376													
46	46	68	68	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	377										34			
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	378													
46	46	135/2	135/2	1.5	0	0	Chord	3/8	2	3	3/8		1/4	3/2	379													
46	46	135/2	135/2	0.0	0	0	Dynamic	3/8	3	1	0						p											
46	46	135/2	135/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	380										35			
46	46	68	68	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	381										35			
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	382													
46	46	135/2	135/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	383													
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	384													
47	47	69	69	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	385	-ta-												
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	386	-tam									36			
47	47	70	70	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	387													
47	47	69	69	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	388													
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	389										37			
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	390													
47	47	69	69	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	391													
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	392													
47	47	69	69	1.5	0	0	Chord	3/8	2	3	3/8		1/4	3/2	393													
47	47	69	69	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	394										38			
47	47	70	70	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	395													
47	47	69	69	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	396													
48	48	141/2	141/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	397	ac									39			
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	398													
48	48	71	71	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	399	do-									40			
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	400													
48	48	141/2	141/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	401													
48	48	71	71	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	402										41			
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	403													
48	48	141/2	141/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	404													
48	48	141/2	141/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	405													
48	48	71	71	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	406										42			
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	407													
49	49	72	72	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	408	-len-												
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	409	-tem												
49	49	72	72	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	410													
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	411													
49	49	72	72	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	412													
49	49	72	72	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	413													
50	50	147/2	147/2	0.0	0	0	Dynamic	3/8	1	1	0						mf											
50	50	147/2	147/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	414	per												
50	50	147/2	147/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	415										43			
50	50	147/2	147/2	0.0	0	0	Dynamic	3/8	3	1	0						mf											
50	50	74	74	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	416													
50	50	74	74	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	417													
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	418													
51	51	75	75	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	419	trans-												
51	51	75	75	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	420													
51	51	75	75	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	421										44			
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	422										44			
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	423													
51	51	75	75	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	424													
51	51	75	75	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	425													
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	426													
51	51	76	76	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	427													
52	52	153/2	153/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	428	-i-									45			
52	52	77	77	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	429													
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	430	-vit												
52	52	153/2	153/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	431										46			
52	52	77	77	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	432										46			
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	433													
52	52	153/2	153/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	434										47			
52	52	77	77	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	435										47			
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	436													
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	437	gla-									48			
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	438										48			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	439													
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	440	-di-												
53	53	78	78	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	441										49			
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	442										49			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	443													
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	444													
53	53	78	78	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	445													
53	53	78	78	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	446										50			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	447													
53	53	79	79	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	448													
54	54	159/2	159/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	449	-us,												
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	450													
54	54	80	80	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	451													
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	452													
54	54	159/2	159/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	453													
54	54	80	80	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	454													
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	455													
55	55	81	81	0.0	0	0	Dynamic	3/8	1	1	0						p											
55	55	81	81	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	456	per												
55	55	81	81	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	457										51			
55	55	81	81	0.0	0	0	Dynamic	3/8	3	1	0						p											
55	55	163/2	163/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	458													
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	459													
55	55	82	82	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	460													
56	56	165/2	165/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	461	trans-												
56	56	165/2	165/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	462													
56	56	165/2	165/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	463													
56	56	83	83	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	464													
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	465													
56	56	165/2	165/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	466													
56	56	165/2	165/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	467													
56	56	83	83	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	468													
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	469													
57	57	84	84	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	470	-i-									52			
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	471													
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	472	-vit												
57	57	84	84	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	473										53			
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	474										53			
57	57	85	85	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	475													
57	57	84	84	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	476										54			
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	477										54			
57	57	85	85	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	478													
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	479	gla-									55			
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	480										55			
58	58	86	86	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	481													
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	482	-di-												
58	58	171/2	171/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	483										56			
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	484										56			
58	58	86	86	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	485													
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	486													
58	58	171/2	171/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	487													
58	58	86	86	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	488													
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	489													
58	58	86	86	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	490													
58	58	171/2	171/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	491										57			
58	58	86	86	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	492													
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	493													
59	59	87	87	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	494	-us,												
59	59	87	87	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	495													
59	59	175/2	175/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0						f											
59	59	175/2	175/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	496													
59	59	87	87	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	497													
59	59	87	87	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	498													
59	59	88	88	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	499													
60	60	177/2	177/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	500										58			
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	501										58			
60	60	89	89	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	502													
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	503													
60	60	177/2	177/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	504													
60	60	89	89	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	505													
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	506													
60	60	177/2	177/2	0.0	0	0	Dynamic	3/8	3	1	0						p											
60	60	89	89	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	507													
60	60	177/2	177/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	508										59			
60	60	89	89	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	509													
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	510													
61	61	90	90	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	511													
61	61	181/2	181/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	512													
61	61	181/2	181/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0						f											
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	513													
61	61	91	91	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	514													
62	62	183/2	183/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	515										60			
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	516										60			
62	62	92	92	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	517													
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	518													
62	62	183/2	183/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	519													
62	62	92	92	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	520													
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	521													
62	62	183/2	183/2	0.0	0	0	Spanner	3/8	3	1	0																0	
62	62	367/4	367/4	0.0	1/16	1/16	Dynamic	3/8	3	1	0						other-dynamics										0	
62	62	92	92	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	522												0	
62	62	183/2	183/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	523										61		0	
62	62	92	92	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	524												0	
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	525												0	
63	63	93	93	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	526													
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	527													
63	63	93	93	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	528												0	
63	63	94	94	0.0	1/4	1/4	Dynamic	3/8	3	1	0						pp											
63	63	94	94	0.0	1/4	1/4	Spanner	3/8	3	1	0																	
63	63	93	93	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	529													
64	64	189/2	189/2	0.0	0	0	Dynamic	3/8	1	1	0						p											
64	64	189/2	189/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	530	Cu-												
