mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	HairPin:3_smorz.	decrescendo_hairpin
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	533														
28	28	108	108	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	534														
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	3	1	0						f												
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	3	1	0																		2
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	535														2
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	536	su-													
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	537														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	538	-um													
29	29	113	113	0.0	1/4	1/4	Spanner	4/4	1	1	0															2			
29	29	113	113	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	539	dul-									76	2			
29	29	115	115	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	540										76	2			
29	29	921/8	921/8	0.0	25/32	25/32	Spanner	4/4	1	1	0																		
29	29	921/8	921/8	0.375	25/32	25/32	Chord	4/4	1	1	3/32		1/16	3/2	541														
29	29	231/2	231/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	542	-cem													
29	29	925/8	925/8	0.375	29/32	29/32	Chord	4/4	1	1	3/32		1/16	3/2	543														
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	544														
29	29	113	113	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf												
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	545										77				
29	29	115	115	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	546										77				
29	29	921/8	921/8	0.375	25/32	25/32	Chord	4/4	2	1	3/32		1/16	3/2	547										77				
29	29	231/2	231/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	548										77				
29	29	925/8	925/8	0.375	29/32	29/32	Chord	4/4	2	1	3/32		1/16	3/2	549														
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	550														
29	29	112	112	0.0	0	0	Spanner	4/4	3	1	0																		
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	551														
29	29	114	114	0.0	1/2	1/2	Dynamic	4/4	3	1	0						f												
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	3	1	0																		3
29	29	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	552														3
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	553														3
29	29	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	554														3
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	555														3
30	30	116	116	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	556	na-													
30	30	697/6	697/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	557														
30	30	349/3	349/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	558														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	559	-tum													
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	560	mo-													
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	561	-ri-													
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	562										78				
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	563										78				
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	564														
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	565														
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	566										79				
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	567														
30	30	116	116	0.0	0	0	Spanner	4/4	3	1	0																		
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	568														
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	3	1	0						p												
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	569														
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	570	-en-									80				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	571														
31	31	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	572	-tem,		articStaccatissimoAbove											
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	573	de-													
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	574	-so-													
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	575										79				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	576										79				
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	577														
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	578										81				
31	31	120	120	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	579														
31	31	122	122	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	580														
31	31	120	120	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	581														
31	31	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	582														
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	583	-la-									82				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	584														
32	32	125	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	585	-tum,		articStaccatissimoAbove											
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	586	de-													
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	587	-so-													
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	588										81				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	589										81				
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	590														
32	32	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	591														
32	32	124	124	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	592														
32	32	126	126	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	593														
32	32	124	124	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	594														
32	32	126	126	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	595														
33	33	128	128	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	596														
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	597	-la-		ornamentTrill											
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	598	-tum,													
33	33	128	128	0.0	0	0	Dynamic	4/4	2	1	0						p												
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0																		4
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	599														4
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	600														4
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	601														4
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	602														4
33	33	130	130	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp												
33	33	130	130	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	603														
33	33	261/2	261/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0						f												
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	604			articStaccatoAbove											
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	605			articStaccatoAbove											
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	606			articStaccatoAbove											
33	33	128	128	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	607														
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	608														
33	33	129	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	609														
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	610														
33	33	130	130	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	611														
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	612	dum													
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	613	e-													
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	614														
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	615														
34	34	132	132	0.0	0	0	Dynamic	4/4	3	1	0						other-dynamics												
34	34	132	132	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	616														
34	34	132	132	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	617														
34	34	132	132	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	618														
34	34	134	134	0.0	1/2	1/2	Chord	4/4	3	1	0	acciaccatura	1/8	1	619														
34	34	134	134	0.0	1/2	1/2	Chord	4/4	3	1	0	acciaccatura	1/8	1	620														
34	34	134	134	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	621														
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	622	-mi-													
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	623	-sit,													
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	624														
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	625														
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	626														
35	35	138	138	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	627														
36	36	140	140	0.0	0	0	Dynamic	4/4	1	1	0						other-dynamics												
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	628	dum													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	629	e-													
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	630														
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	631														
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	632														
36	36	142	142	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	633														
37	37	144	144	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	634	-mi-													
37	37	146	146	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	635	-sit													
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	636														
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	637														
37	37	144	144	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	638														
37	37	146	146	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	639														
38	38	148	148	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	640	spi-													
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	641	-ri-													
38	38	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	642														
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	643														
38	38	148	148	0.0	0	0	Spanner	4/4	3	1	0																		5
38	38	148	148	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	644														5
38	38	150	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	645														5
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	646	-tum.													
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	647														
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	648			articStaccatissimoAbove											
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	649														
39	39	152	152	0.0	0	0	Dynamic	4/4	3	1	0						ppp												
39	39	152	152	0.0	0	0	Spanner	4/4	3	1	0																		
39	39	152	152	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	650														
39	39	154	154	0.0	1/2	1/2	Dynamic	4/4	3	1	0						other-dynamics												
39	39	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	651														
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	652														
40	40	157	157	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	653			articStaccatissimoAbove											
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	654														
40	40	156	156	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	655														
40	40	158	158	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	656														
40	40	159	159	0.0	3/4	3/4	StaffText	4/4	3	1	0								smorz.										
40	40	159	159	0.0	3/4	3/4	Spanner	4/4	3	1	0																2	2	
41	41	160	160	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	657														
41	41	161	161	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	658														
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	659														
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	660														
41	41	160	160	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	661												2	2	
41	41	161	161	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	662												2	2	
41	41	162	162	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	663												2	2	
41	41	163	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	664												2	2	
42	42	164	164	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	665														
42	42	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	666														
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	667														
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	668														
42	42	164	164	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	669												2	2	
42	42	165	165	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	670												2	2	
42	42	166	166	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	671												2	2	
42	42	167	167	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	672												2	2	
43	43	168	168	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	673														
43	43	168	168	0.0	0	0	Dynamic	4/4	3	1	0						ppp												
43	43	168	168	0.0	0	0	Spanner	4/4	3	1	0																		
43	43	168	168	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	674														
