mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
79	79	629/2	629/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1836										238				
79	79	1259/4	1259/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1837										238				
79	79	315	315	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1838										238				
79	79	1261/4	1261/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1839										238				
79	79	631/2	631/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1840										238				
79	79	1263/4	1263/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1841														
79	79	312	312	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	1842														
79	79	313	313	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	1843														
79	79	314	314	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	1844														
79	79	312	312	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1845														
79	79	625/2	625/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1846														
79	79	313	313	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1847														
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1848														
79	79	314	314	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1849														
80	80	316	316	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1850	fac													
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1851	me													
80	80	318	318	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1852	te-									239				
80	80	1273/4	1273/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1853														
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1854	-cum,													
80	80	316	316	0.0	0	0	Chord	4/4	3	1	0	appoggiatura	1/8	1	1855														
80	80	316	316	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1856										240				
80	80	318	318	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1857														
80	80	1273/4	1273/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
80	80	1273/4	1273/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1858										241				
80	80	637/2	637/2	0.0	5/8	5/8	Spanner	4/4	3	1	0														241				18
80	80	637/2	637/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1859										241				18
80	80	1275/4	1275/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1860										241				18
80	80	319	319	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1861										241				18
80	80	1277/4	1277/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1862										241				18
80	80	639/2	639/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1863										241				18
80	80	1279/4	1279/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1864														18
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1865										242				18
80	80	317	317	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1866										242				18
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1867														18
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	1868														18
80	80	316	316	0.0	0	0	Dynamic	4/4	4	1	0						p												
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1869										243				
80	80	317	317	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1870										243				
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1871														
80	80	318	318	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1872														
81	81	320	320	0.0	0	0	Dynamic	4/4	1	1	0						f												
81	81	320	320	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1873	fac													
81	81	321	321	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1874	me													
81	81	322	322	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1875	te-									244				
81	81	1289/4	1289/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1876										244				
81	81	645/2	645/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1877										244				
81	81	1291/4	1291/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1878										244				
81	81	323	323	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1879										244				
81	81	1293/4	1293/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1880														
81	81	647/2	647/2	0.0	7/8	7/8	Spanner	4/4	1	1	0															26			
81	81	647/2	647/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1881	-cum									245	26			
81	81	1295/4	1295/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1882											26			
81	81	320	320	0.0	0	0	Dynamic	4/4	2	1	0						f												
81	81	320	320	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1883	fac													
81	81	321	321	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1884	me													
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1885	te-													
81	81	323	323	0.0	3/4	3/4	Spanner	4/4	2	1	0															27			
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1886	-cum										27			
81	81	320	320	0.0	0	0	Dynamic	4/4	3	1	0						f												
81	81	320	320	0.0	0	0	Spanner	4/4	3	1	0																		
81	81	320	320	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1887										246				
81	81	322	322	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1888														
81	81	645/2	645/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1889										247				
81	81	1291/4	1291/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1890										247				
81	81	323	323	0.0	3/4	3/4	Spanner	4/4	3	1	0														247	28			
81	81	323	323	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1891										247	28			
81	81	1293/4	1293/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1892										247	28			
81	81	647/2	647/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1893										247	28			
81	81	1295/4	1295/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1894											28			
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1895			articStaccatoAbove											
81	81	321	321	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1896			articStaccatoAbove											
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1897			articStaccatoAbove											
81	81	322	322	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1898			articStaccatoAbove											
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1899			articStaccatoAbove											
81	81	323	323	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1900			articStaccatoAbove											
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1901			articStaccatoAbove											
82	82	324	324	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1902	plan-									248	26			
82	82	325	325	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
82	82	325	325	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1903														
82	82	1303/4	1303/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1904	-ge-													
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1905	-re.													
82	82	324	324	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1906	plan-									249	27			
82	82	325	325	0.0	1/4	1/4	Spanner	4/4	2	1	0																		
82	82	325	325	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1907														
82	82	1303/4	1303/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1908	-ge-													
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1909	-re.													
82	82	324	324	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1910										250	28			
82	82	325	325	0.0	1/4	1/4	Spanner	4/4	3	1	0																		
82	82	325	325	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1911														
82	82	326	326	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1912										251				
82	82	1305/4	1305/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1913														
82	82	653/2	653/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1914										252				
82	82	1307/4	1307/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1915														
82	82	327	327	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1916										253				
82	82	1309/4	1309/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1917														
82	82	655/2	655/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1918										254				
82	82	1311/4	1311/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1919														
82	82	326	326	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1920														
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1921														
82	82	327	327	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1922														
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1923														
82	82	324	324	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1924														
82	82	649/2	649/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1925														
82	82	325	325	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1926														
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1927														
82	82	326	326	0.0	1/2	1/2	Dynamic	4/4	4	1	0						f												
82	82	326	326	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1928														
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1929														
82	82	327	327	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1930														
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1931														
83	83	328	328	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1932										255				
83	83	1313/4	1313/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1933														
83	83	657/2	657/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1934										256				
83	83	1315/4	1315/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1935														
83	83	329	329	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1936										257				
83	83	1317/4	1317/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1937										257				
83	83	659/2	659/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1938										257				
83	83	1319/4	1319/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1939														
83	83	330	330	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1940														
83	83	1321/4	1321/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1941														
83	83	661/2	661/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1942														
83	83	1323/4	1323/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1943														
83	83	331	331	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	1944			ornamentTrill							258				
83	83	1327/4	1327/4	0.125	15/16	15/16	Chord	4/4	3	1	1/32		1/32	1	1945										258				
83	83	2655/8	2655/8	0.125	31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	1946														
83	83	328	328	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1947														
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1948														
83	83	329	329	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1949														
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1950														
83	83	330	330	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1951														
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1952														
83	83	331	331	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1953														
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1954														
83	83	328	328	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1955														
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1956														
83	83	329	329	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1957														
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1958														
83	83	330	330	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1959														
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1960														
83	83	331	331	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1961														
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1962														
84	84	332	332	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1963										259				
84	84	1329/4	1329/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1964										259				
84	84	665/2	665/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1965										259				
84	84	1331/4	1331/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1966														
84	84	333	333	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1967														
84	84	667/2	667/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1968														
84	84	334	334	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1969														
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1970														
84	84	335	335	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1971														
84	84	332	332	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1972														
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1973														
84	84	332	332	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1974														
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1975														
84	84	333	333	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1976														
84	84	667/2	667/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1977														
84	84	334	334	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1978														
