mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	233											
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	234								34			
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	235								34			
13	13	49	49	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	236								34			
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	237											
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	238											
13	13	48	48	1.5	0	0	Chord	4/4	4	2	3/8	1/4	3/2	239											
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	240											
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	241											
14	14	52	52	0.0	0	0	Dynamic	4/4	1	1	0					p									
14	14	52	52	0.0	0	0	Spanner	4/4	1	1	0													7	
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	242	O									7	
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	243	quam									7	
14	14	54	54	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f									
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	1	1	0														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	244	tri-										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	245	-stis										
14	14	52	52	0.0	0	0	Dynamic	4/4	2	1	0					p									
14	14	52	52	0.0	0	0	Spanner	4/4	2	1	0													8	
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	246	O									8	
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	247	quam									8	
14	14	54	54	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f									
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	2	1	0														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	248	tri-										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	249	-stis										
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	250											
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	251											
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	252											
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	253											
14	14	52	52	0.0	0	0	Dynamic	4/4	4	1	0					mf									
14	14	52	52	0.0	0	0	Spanner	4/4	4	1	0													9	
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	254										9	
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	255										9	
14	14	54	54	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f									
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	4	1	0														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	256											
14	14	55	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	257											
15	15	58	58	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									
15	15	58	58	0.0	1/2	1/2	Spanner	4/4	1	1	0														13
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	258	et										13
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	259	af-										13
15	15	58	58	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p									
15	15	58	58	0.0	1/2	1/2	Spanner	4/4	2	1	0														14
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	260	et										14
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	261	af-										14
15	15	56	56	0.0	0	0	Dynamic	4/4	3	1	0					p									
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	262								35			
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	263								35			
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	264								35			
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	265											
15	15	58	58	0.0	1/2	1/2	Spanner	4/4	3	1	0														15
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	266								36			15
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	267								36			15
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	268								36			15
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	269											15
15	15	58	58	1.5	1/2	1/2	Chord	4/4	3	2	3/8	1/4	3/2	270											15
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	271											15
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	272											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	273											
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	274	-fli-										13
16	16	61	61	0.0	1/4	1/4	Spanner	4/4	1	1	0														
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	275	-cta										
16	16	62	62	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	276	fu-										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	277	-it										
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	278	-fli-										14
16	16	61	61	0.0	1/4	1/4	Spanner	4/4	2	1	0														
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	279	-cta										
16	16	62	62	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p									
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	280	fu-										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	281	-it										
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	282											15
16	16	61	61	0.0	1/4	1/4	Spanner	4/4	3	1	0														
16	16	62	62	0.0	1/2	1/2	Dynamic	4/4	3	1	0					p									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	283								37			
16	16	60	60	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	284											
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	285											
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	286											
16	16	60	60	4.0	0	0	Chord	4/4	4	1	1	1	1	287											
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	288	il-										
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	289	-la										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	290	be-										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	291	-ne-										
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	292	il-										
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	293	-la										
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	294	be-										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	295	-ne-										
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	296								37			
17	17	65	65	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	297								37			
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	298								37			
17	17	64	64	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	299											
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	300											
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	3	1/4	1/4	1	301											
17	17	64	64	4.0	0	0	Chord	4/4	4	1	1	1	1	302											
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	303	-di-										
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	304	-cta,										
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	1	1	0														16
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	305	be-										16
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	306	-ne-										16
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	307	-di-										
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	308	-cta,										
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	2	1	0														17
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	309	be-										17
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	310	-ne-										17
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	311								37			
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	312								37			
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	313											
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	314			articStaccatoAbove								
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	315			articStaccatoBelow								
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	316			articStaccatoBelow								
18	18	68	68	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	317											
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	318											
18	18	68	68	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	319											
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	4	1	0														18
18	18	70	70	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	320											18
19	19	72	72	0.0	0	0	Spanner	4/4	1	1	0														
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	321	-di-										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	322	-cta										
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	1	1	0					mf									
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	323	ma-										
19	19	72	72	0.0	0	0	Spanner	4/4	2	1	0														
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	324	-di-										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	325	-cta										
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	2	1	0					mf									
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	326	ma-										
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	327								38			
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	328											
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	329											
19	19	72	72	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	330											
19	19	72	72	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	331											18
19	19	73	73	0.0	1/4	1/4	Spanner	4/4	4	1	0														
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	4	1	0					mf									
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	332											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	333											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	334											
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	335	-ter										
20	20	78	78	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	336	u-							39			
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	337											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	338	-ni-										
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	339	-ter										
20	20	78	78	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p									
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	340	u-							40			
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	341											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	342	-ni-										
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	343											
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	344								41			
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	345								41			
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	346											
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	347											
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	348											
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	349											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	350											
20	20	78	78	0.0	1/2	1/2	Dynamic	4/4	4	1	0					p									
20	20	78	78	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	351											
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	352	-ge-							42			
21	21	81	81	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	353											
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	354	-ni-										
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	355	-ti,										
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	356	-ge-							43			
21	21	81	81	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	357											
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	358	-ni-										
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	359	-ti,										
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	360								44			
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	361											
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	362											
21	21	165/2	165/2	0.0	5/8	5/8	Spanner	4/4	3	1	0													10	
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	363								45		10	
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	364								45		10	
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	365										10	
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	366										10	
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	367								46			
21	21	81	81	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	368								46			
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	369											
21	21	82	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	370											
22	22	84	84	0.0	0	0	Dynamic	4/4	1	1	0					f									
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	371	ma-										
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	372	-ter										
22	22	84	84	0.0	0	0	Dynamic	4/4	2	1	0					f									
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	373	ma-										
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	374	-ter										
22	22	84	84	0.0	0	0	Dynamic	4/4	3	1	0					f									
22	22	84	84	0.0	0	0	Spanner	4/4	3	1	0														
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	375											
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	376											
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	377			articStaccatoAbove								
22	22	85	85	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	378			articStaccatoAbove								
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	379											
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	380			articStaccatoAbove								
22	22	87	87	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	381			articStaccatoAbove								
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	382			articStaccatoAbove								
23	23	88	88	0.0	0	0	Dynamic	4/4	1	1	0					p									
23	23	177/2	177/2	0.0	1/8	1/8	Spanner	4/4	1	1	0												0		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	383	u-							47	0		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	384									0		
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	385	-ni-								0		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	386	-ge-							48	0		
23	23	91	91	0.0	3/4	3/4	StaffText	4/4	1	1	0							al					0		
23	23	91	91	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	387									0		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	388	-ni-								0		
23	23	88	88	0.0	0	0	Dynamic	4/4	2	1	0					p									
23	23	177/2	177/2	0.0	1/8	1/8	Spanner	4/4	2	1	0												1		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	389	u-							49	1		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	390									1		
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	391	-ni-								1		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	392	-ge-							50	1		
23	23	91	91	0.0	3/4	3/4	StaffText	4/4	2	1	0							al					1		
23	23	91	91	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	393									1		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	394	-ni-								1		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	395								51			
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	396								51			
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	397											
23	23	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	398								52			
23	23	91	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	399											
23	23	88	88	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	400											
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	401											
23	23	88	88	0.0	0	0	Dynamic	4/4	4	1	0					p									
23	23	88	88	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	402											
23	23	90	90	0.0	1/2	1/2	Spanner	4/4	4	1	0														19
23	23	90	90	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	403											19
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0					pp									
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0														
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	404	-ti!										
24	24	92	92	0.0	0	0	Dynamic	4/4	2	1	0					pp									
24	24	92	92	0.0	0	0	Spanner	4/4	2	1	0														
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	405	-ti!										
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	406											
24	24	185/2	185/2	0.0	1/8	1/8	Spanner	4/4	3	1	0													11	
24	24	185/2	185/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	407										11	
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	408								53		11	
24	24	94	94	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f						53			
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	3	1	0											53			
24	24	94	94	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	409								53			
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	410								53			
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	411											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	412								54			
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	413											
24	24	94	94	1.5	1/2	1/2	Chord	4/4	3	2	3/8	1/4	3/2	414											
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	415											
24	24	92	92	0.0	0	0	Dynamic	4/4	4	1	0					pp									
24	24	92	92	0.0	0	0	Spanner	4/4	4	1	0														
24	24	92	92	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	416											
24	24	93	93	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	417											
24	24	94	94	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	418											
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	419											
24	24	94	94	1.5	1/2	1/2	Chord	4/4	4	2	3/8	1/4	3/2	420								55			
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	421								55			
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	422											
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	423											
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	424											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	425											
25	25	98	98	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	426								56			
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	427											
25	25	99	99	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	428			ornamentTrill								
25	25	96	96	0.75	0	0	Chord	4/4	3	2	3/16	1/8	3/2	429								57			
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	3	2	1/16	1/16	1	430											
25	25	97	97	0.125	1/4	1/4	Chord	4/4	3	2	1/32	1/32	1	431								58			
25	25	777/8	777/8	0.375	9/32	9/32	Chord	4/4	3	2	3/32	1/16	3/2	432											
25	25	195/2	195/2	0.125	3/8	3/8	Chord	4/4	3	2	1/32	1/32	1	433								59			
25	25	781/8	781/8	0.375	13/32	13/32	Chord	4/4	3	2	3/32	1/16	3/2	434											
25	25	98	98	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	435											
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	436											
25	25	99	99	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	437								60			
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	438											
25	25	96	96	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	439											
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	440											
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	441											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	442											
25	25	98	98	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	443											
25	25	197/2	197/2	1.0	5/8	5/8	Chord	4/4	4	1	1/4	1/4	1	444											
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	445											
25	25	96	96	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	446								55, 61			
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	447								55			
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	448								55, 62			
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	449								55			
25	25	98	98	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	450								55, 63			
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	451								55			
25	25	99	99	0.0	3/4	3/4	Spanner	4/4	4	2	0											55			20
25	25	99	99	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	452								55, 64			20
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	453											20
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	454											
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	455											
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	456											
26	26	100	100	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	457											20
26	26	102	102	0.0	1/2	1/2	Dynamic	4/4	4	1	0					ppp									
26	26	100	100	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	458											
26	26	101	101	0.0	1/4	1/4	Spanner	4/4	4	2	0														
